Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
rel_mitigation_costs,MEX,fraction_of_GDP,-5.5825e-09,0.000673701,0.00736086,0.0176466,0.0201081,0.0219022,0.0235312,0.0256656,0.0283891,0.0315511,0.0347334,0.0375418,0.0401828,0.0430855,0.0467774,0.0517193,0.0343637,0.0238233,0.0221977,0.0209011,0.0198488,0.018971,0.018237,0.0176271,0.0171195,0.016699,0.0163676
rel_mitigation_costs,RCAM,fraction_of_GDP,-6.66597e-09,0.00115328,0.00893664,0.010589,0.0124393,0.0150457,0.0186785,0.0233907,0.0287805,0.0343096,0.0397809,0.0451608,0.050677,0.056605,0.0629686,0.0697944,0.0471436,0.0346026,0.0318552,0.0297065,0.0279904,0.0265862,0.025433,0.0244897,0.0237167,0.023088,0.0226058
rel_mitigation_costs,BRA,fraction_of_GDP,-5.32154e-09,0.000440842,0.00513433,0.0201246,0.0447622,0.0497886,0.0510491,0.0487825,0.045012,0.042676,0.0444769,0.0516976,0.0587189,0.0597653,0.0589268,0.0625311,0.0426049,0.0287857,0.0269702,0.025454,0.0241781,0.0231031,0.0221987,0.0214404,0.0208057,0.02028,0.0198674
rel_mitigation_costs,RSAM,fraction_of_GDP,-5.26498e-09,0.00101995,0.00671226,0.0166388,0.0332732,0.0396413,0.0454053,0.0462283,0.045378,0.0473709,0.0518753,0.0571951,0.0620165,0.0655409,0.0690354,0.0740781,0.0503646,0.0352128,0.0324324,0.0302076,0.028403,0.0269106,0.0256774,0.0246667,0.0238398,0.0231707,0.0226649
rel_mitigation_costs,NAF,fraction_of_GDP,-6.03226e-09,0.0050536,0.00624985,0.00723037,0.0079971,0.00865519,0.00956556,0.0110788,0.0130829,0.0153146,0.0175715,0.0197247,0.0219895,0.0246672,0.0278369,0.031524,0.02013,0.0109948,0.0113352,0.0115597,0.0116942,0.011764,0.0117774,0.0117396,0.0116595,0.0115425,0.011382
rel_mitigation_costs,WAF,fraction_of_GDP,-6.31259e-09,0.00793928,0.0102003,0.00962409,0.00842482,0.00881803,0.009312,0.00818484,0.00720791,0.00860532,0.0118809,0.0158909,0.0213031,0.0269686,0.0309555,0.0335078,0.0261777,0.0206444,0.0191198,0.0179771,0.0170845,0.0163626,0.0157707,0.0152824,0.0148759,0.0145375,0.0142665
rel_mitigation_costs,EAF,fraction_of_GDP,-8.1848e-09,0.00164166,0.00230625,0.00253089,0.00250176,0.00252928,0.00268404,0.00298051,0.0034947,0.00434181,0.005689,0.00772257,0.0117826,0.0154022,0.0176619,0.0185353,0.0154349,0.0107019,0.0106058,0.0104718,0.0103194,0.0101707,0.0100254,0.00988084,0.00973852,0.00959958,0.00946237
rel_mitigation_costs,SAF,fraction_of_GDP,-7.63667e-09,0.00265952,0.0175791,0.0357549,0.0384054,0.0429743,0.0484879,0.0534148,0.0574414,0.0606622,0.0635391,0.0665945,0.0701057,0.0742882,0.0792709,0.0851634,0.0569598,0.0374062,0.0351342,0.0332518,0.0316792,0.0303398,0.0292018,0.0282439,0.0274389,0.0267673,0.0262337
rel_mitigation_costs,WEU,fraction_of_GDP,-5.01211e-09,0.000382043,0.00551998,0.0227123,0.0244076,0.0271739,0.0307584,0.0345842,0.038086,0.0409066,0.0436981,0.0471223,0.0504529,0.0529661,0.0558435,0.0604986,0.0394589,0.0240398,0.023124,0.0223537,0.0216972,0.0211094,0.0205834,0.0201191,0.019708,0.0193428,0.0190235
rel_mitigation_costs,CEU,fraction_of_GDP,-5.3756e-09,0.000482078,0.00609065,0.0224301,0.0257351,0.0288059,0.0318348,0.035125,0.0384396,0.0414308,0.0441548,0.0467126,0.0487757,0.0501153,0.0517869,0.0550627,0.0352835,0.0219908,0.0204989,0.0192735,0.0182618,0.017396,0.0166597,0.0160463,0.015538,0.0151213,0.0148004
rel_mitigation_costs,TUR,fraction_of_GDP,-6.07009e-09,0.00387525,0.0153011,0.0169631,0.0181298,0.0196179,0.0217229,0.0244642,0.0274521,0.0302444,0.0328991,0.0356366,0.0386927,0.0422033,0.0457337,0.0488267,0.0300949,0.0182925,0.0168755,0.015695,0.0147076,0.0138861,0.013205,0.0126433,0.0121823,0.0118103,0.0115296
rel_mitigation_costs,UKR,fraction_of_GDP,-8.26776e-09,0.00176515,0.0206467,0.0288447,0.0349858,0.0389144,0.0421215,0.0467103,0.0513734,0.0542337,0.0561816,0.0587192,0.0619188,0.0655595,0.0700269,0.0757958,0.0498006,0.0323257,0.0305433,0.0290638,0.0278256,0.0267596,0.0258439,0.0250666,0.0244073,0.0238508,0.0233998
rel_mitigation_costs,STAN,fraction_of_GDP,-7.9514e-09,0.00892275,0.0164942,0.0186259,0.0196536,0.0199335,0.0208089,0.0234183,0.0263069,0.0278543,0.0303661,0.0364985,0.0435672,0.0478501,0.0504924,0.0538428,0.0330429,0.0199754,0.0184886,0.0172848,0.0163052,0.0154711,0.0147657,0.0141833,0.0137054,0.0133173,0.0130217
rel_mitigation_costs,RUS,fraction_of_GDP,-5.27073e-09,0.00488123,0.0372113,0.0449542,0.0481621,0.0504923,0.0526486,0.0552098,0.0586752,0.0631077,0.0667144,0.0679153,0.0687827,0.0718242,0.0761511,0.0802218,0.0501207,0.0302093,0.0278779,0.0259081,0.0242451,0.0228492,0.0216872,0.0207307,0.0199512,0.0193303,0.0188764
rel_mitigation_costs,ME,fraction_of_GDP,-5.1758e-09,0.00307878,0.0191885,0.0213363,0.0234678,0.0253129,0.0272348,0.0295696,0.0321079,0.0345711,0.0370124,0.0396161,0.0427355,0.0466742,0.0512022,0.056034,0.0356599,0.0207398,0.0202223,0.0197363,0.0192827,0.0188688,0.0184886,0.0181355,0.0178067,0.0175002,0.0172128
rel_mitigation_costs,INDIA,fraction_of_GDP,-5.05256e-09,0.00460932,0.00615614,0.00761627,0.00921552,0.0112692,0.0137399,0.0164892,0.0195583,0.0229884,0.0265486,0.0300015,0.0335789,0.0375998,0.0419765,0.0465712,0.0301441,0.0202407,0.0189726,0.0179296,0.0170622,0.0163331,0.0157198,0.0152054,0.0147738,0.0144141,0.0141275
rel_mitigation_costs,KOR,fraction_of_GDP,-5.60867e-09,0.00190352,0.0150934,0.0440519,0.0488733,0.0510436,0.0534202,0.0557814,0.058041,0.0601114,0.0617657,0.0628252,0.0636885,0.0649852,0.0672067,0.070723,0.0456522,0.0274777,0.0258183,0.0243986,0.0231854,0.0221243,0.0212056,0.0204276,0.0197746,0.0192343,0.0188148
rel_mitigation_costs,CHN,fraction_of_GDP,-5.00411e-09,0.00184059,0.0119679,0.0314772,0.0438524,0.0470865,0.0500329,0.0525003,0.0544322,0.0557982,0.0565291,0.056652,0.0567595,0.057654,0.059635,0.0627821,0.0405042,0.0231411,0.0221487,0.0212896,0.0205452,0.0198885,0.0193115,0.0188095,0.0183723,0.0179914,0.0176663
rel_mitigation_costs,SEAS,fraction_of_GDP,-5.2644e-09,0.00581139,0.0126742,0.0146528,0.0159459,0.0169121,0.0182524,0.0205551,0.0233383,0.0259794,0.0289368,0.0327241,0.0364049,0.0390023,0.0417932,0.0464595,0.0307207,0.0200224,0.0192274,0.0185683,0.0180108,0.0175054,0.0170469,0.0166372,0.0162692,0.015936,0.0156366
rel_mitigation_costs,INDO,fraction_of_GDP,-5.70824e-09,0.002785,0.0172363,0.0198422,0.0219836,0.0232722,0.0245619,0.0268673,0.0300481,0.0335791,0.0369507,0.039808,0.0427294,0.0464783,0.0509968,0.0560456,0.0367583,0.0248289,0.023285,0.0220082,0.0209417,0.0200358,0.0192664,0.0186168,0.0180681,0.0176071,0.0172357
rel_mitigation_costs,JAP,fraction_of_GDP,-5.13159e-09,0.000232711,0.00356608,0.0179839,0.038442,0.0416143,0.045283,0.049239,0.0530225,0.0561585,0.0586164,0.0606305,0.0630362,0.0667246,0.0714728,0.076802,0.0510562,0.0329929,0.0313994,0.0300214,0.0288277,0.0277843,0.0268762,0.0260929,0.0254192,0.0248439,0.0243714
rel_mitigation_costs,OCE,fraction_of_GDP,-6.34338e-09,0.000189191,0.00309346,0.0183275,0.0482775,0.0595575,0.0589431,0.0547185,0.0526421,0.0571932,0.0622975,0.0619427,0.0603143,0.0629024,0.0684058,0.0742513,0.0500187,0.0340008,0.0316578,0.0297635,0.0282109,0.0269117,0.0258247,0.0249218,0.024172,0.0235541,0.0230719
rel_mitigation_costs,RSAS,fraction_of_GDP,-6.08265e-09,0.00146061,0.00204897,0.00267658,0.0034018,0.00432933,0.00556914,0.00720624,0.00917998,0.0114075,0.0139919,0.0182761,0.0223702,0.0258422,0.0286693,0.0308871,0.024706,0.0159828,0.0163466,0.0165439,0.0166273,0.0166378,0.016591,0.0164968,0.0163665,0.0162069,0.0160135
rel_mitigation_costs,RSAF,fraction_of_GDP,-8.42093e-09,0.00117402,0.00627447,0.00949906,0.0123488,0.0117915,0.00967836,0.00843399,0.00855451,0.0101021,0.0128496,0.0164334,0.0204146,0.0244488,0.0289428,0.034449,0.0232579,0.0144497,0.0147503,0.0149075,0.0149695,0.0149694,0.0149206,0.0148315,0.0147118,0.0145666,0.014391
carbonprice,CAN,trillion*usd/GtCO2/yr,0,0.0498497,0.320516,0.845452,1.05635,1.10355,1.15479,1.21099,1.27477,1.34961,1.43461,1.52923,1.63462,1.75215,1.88482,2.03474,1.48088,1.04951,1.01941,0.99222,0.967573,0.945286,0.925069,0.906673,0.889894,0.874582,0.860709
carbonprice,USA,trillion*usd/GtCO2/yr,0,0.0247985,0.182292,0.607285,1.22065,1.25908,1.29989,1.34242,1.38846,1.43975,1.49556,1.55519,1.61964,1.69023,1.76836,1.85619,1.318,0.847557,0.827115,0.808285,0.790902,0.774797,0.759856,0.745993,0.733113,0.72113,0.710002
carbonprice,MEX,trillion*usd/GtCO2/yr,0,0.0385233,0.2355,0.455416,0.508141,0.566488,0.632685,0.707575,0.790928,0.882254,0.981785,1.09048,1.21002,1.34241,1.48953,1.65292,1.2215,0.937589,0.903078,0.873046,0.846684,0.823406,0.802797,0.784538,0.768315,0.753913,0.741358
carbonprice,RCAM,trillion*usd/GtCO2/yr,0,0.0600067,0.290055,0.345139,0.404735,0.473151,0.552181,0.642231,0.743587,0.856535,0.981791,1.12058,1.27456,1.44578,1.63671,1.85038,1.4065,1.1423,1.10142,1.06607,1.03513,1.00759,0.98304,0.961202,0.941719,0.924333,0.909078
carbonprice,BRA,trillion*usd/GtCO2/yr,0,0.0129663,0.0823911,0.221882,0.395647,0.433658,0.471768,0.515218,0.564282,0.618024,0.675449,0.73526,0.800395,0.877879,0.967723,1.06363,0.793899,0.59977,0.5886,0.576246,0.563247,0.551827,0.541673,0.532087,0.523035,0.514611,0.506776
carbonprice,RSAM,trillion*usd/GtCO2/yr,0,0.0287737,0.121354,0.258194,0.457489,0.508811,0.564775,0.62708,0.696742,0.771929,0.851524,0.936367,1.02899,1.13279,1.24812,1.37389,1.04016,0.81131,0.7844,0.760263,0.738497,0.719164,0.701951,0.686525,0.672674,0.660274,0.649368
carbonprice,NAF,trillion*usd/GtCO2/yr,0,0.178879,0.220652,0.262983,0.307377,0.356117,0.411106,0.473606,0.54415,0.622713,0.708175,0.799764,0.89875,1.00682,1.12524,1.25566,0.899171,0.573688,0.592946,0.606183,0.61467,0.61973,0.621779,0.621072,0.618074,0.613067,0.605718
carbonprice,WAF,trillion*usd/GtCO2/yr,0,0.0560829,0.0719679,0.08844,0.107965,0.133004,0.164336,0.202571,0.249791,0.307897,0.377346,0.458476,0.570492,0.688843,0.777458,0.841138,0.705537,0.594278,0.564289,0.540468,0.520888,0.50429,0.490066,0.477823,0.467198,0.45795,0.450072
carbonprice,EAF,trillion*usd/GtCO2/yr,0,0.0388188,0.0492995,0.0613047,0.0760703,0.0949711,0.119072,0.149332,0.186981,0.233337,0.289765,0.357617,0.475996,0.565681,0.624068,0.662458,0.592548,0.456804,0.458529,0.457402,0.454532,0.450732,0.446273,0.441304,0.436006,0.430479,0.424658
carbonprice,SAF,trillion*usd/GtCO2/yr,0,0.0503719,0.219733,0.404768,0.450369,0.499195,0.551348,0.606403,0.664981,0.727918,0.795781,0.869098,0.948202,1.0334,1.12538,1.22574,0.90806,0.669086,0.652503,0.637297,0.623307,0.610389,0.598442,0.587387,0.577141,0.567633,0.558836
carbonprice,WEU,trillion*usd/GtCO2/yr,0,0.0374202,0.286142,0.86125,0.92183,0.990097,1.06623,1.14885,1.23886,1.3374,1.44335,1.5553,1.67467,1.80491,1.94985,2.11227,1.51858,1.04558,1.02628,1.00785,0.99028,0.973482,0.957423,0.942089,0.927454,0.913466,0.900029
carbonprice,CEU,trillion*usd/GtCO2/yr,0,0.0317487,0.224266,0.61423,0.684602,0.753849,0.824741,0.899728,0.982329,1.07562,1.17728,1.28409,1.39685,1.518,1.65057,1.79727,1.30119,0.932078,0.912157,0.893476,0.875937,0.859566,0.844239,0.829828,0.816257,0.803461,0.791363
carbonprice,TUR,trillion*usd/GtCO2/yr,0,0.152916,0.434267,0.49145,0.548598,0.610276,0.678199,0.752431,0.83269,0.918674,1.01046,1.10855,1.21423,1.3288,1.45292,1.5883,1.13655,0.807475,0.786889,0.767472,0.749275,0.732526,0.71712,0.702911,0.689824,0.6778,0.666817
carbonprice,UKR,trillion*usd/GtCO2/yr,0,0.0432432,0.288679,0.369315,0.426497,0.481982,0.539956,0.604267,0.675698,0.754346,0.838127,0.924906,1.01645,1.11556,1.22334,1.34092,0.980363,0.716432,0.701555,0.687578,0.674448,0.662088,0.650438,0.639457,0.6291,0.619317,0.61005
carbonprice,STAN,trillion*usd/GtCO2/yr,0,0.177655,0.306892,0.367278,0.421659,0.471467,0.520929,0.57368,0.631157,0.694252,0.764528,0.842779,0.92599,1.01199,1.10403,1.20602,0.848926,0.595766,0.579827,0.565339,0.552221,0.539915,0.528443,0.517925,0.508308,0.499501,0.491483
carbonprice,RUS,trillion*usd/GtCO2/yr,0,0.117457,0.561598,0.673545,0.740476,0.797659,0.853312,0.91516,0.986952,1.06924,1.15461,1.23725,1.32269,1.41716,1.52142,1.63657,1.16347,0.811586,0.787422,0.764878,0.743997,0.724955,0.707681,0.692063,0.678008,0.66545,0.654459
carbonprice,ME,trillion*usd/GtCO2/yr,0,0.0919011,0.38142,0.422842,0.463291,0.504098,0.547727,0.595842,0.649687,0.710143,0.776915,0.849966,0.930719,1.02081,1.12141,1.23384,0.886685,0.596873,0.596404,0.593953,0.590074,0.585389,0.580009,0.573973,0.56743,0.560467,0.552927
carbonprice,INDIA,trillion*usd/GtCO2/yr,0,0.129752,0.165262,0.20263,0.24307,0.288167,0.338628,0.394716,0.456993,0.525923,0.601177,0.682682,0.771633,0.869487,0.977081,1.09593,0.807745,0.614085,0.601026,0.588738,0.577189,0.566368,0.556213,0.546663,0.537677,0.529211,0.521218
carbonprice,KOR,trillion*usd/GtCO2/yr,0,0.0693208,0.335481,0.792978,0.900372,0.973891,1.05271,1.13533,1.22122,1.31022,1.40406,1.5052,1.61501,1.73393,1.86103,1.99624,1.4427,1.0009,0.984787,0.96956,0.955061,0.941397,0.928354,0.915677,0.903262,0.891017,0.878693
carbonprice,CHN,trillion*usd/GtCO2/yr,0,0.0610931,0.267013,0.590522,0.804792,0.895153,0.985774,1.07362,1.16234,1.25649,1.35617,1.46073,1.57183,1.69107,1.81774,1.95177,1.41533,0.946986,0.947975,0.948794,0.94903,0.949206,0.948707,0.946656,0.942731,0.936654,0.927432
carbonprice,SEAS,trillion*usd/GtCO2/yr,0,0.13035,0.233941,0.271659,0.311416,0.355733,0.405905,0.462243,0.52465,0.593144,0.66822,0.750303,0.839435,0.936486,1.04324,1.16102,0.848297,0.618553,0.608809,0.599206,0.589807,0.580578,0.571548,0.562754,0.554211,0.545905,0.537762
carbonprice,INDO,trillion*usd/GtCO2/yr,0,0.0535044,0.237338,0.289563,0.344263,0.403225,0.468006,0.539103,0.616163,0.698764,0.786952,0.881419,0.983938,1.09604,1.21838,1.35258,0.998422,0.757903,0.740007,0.723507,0.708258,0.694123,0.681,0.668818,0.657493,0.646953,0.637165
carbonprice,JAP,trillion*usd/GtCO2/yr,0,0.020011,0.156209,0.5296,0.941596,0.990137,1.04619,1.10874,1.17814,1.25525,1.33952,1.43055,1.53071,1.64255,1.76718,1.9067,1.40122,1.01602,0.99701,0.979171,0.962356,0.946478,0.931397,0.916998,0.90321,0.889957,0.877106
carbonprice,OCE,trillion*usd/GtCO2/yr,0,0.0128264,0.108485,0.391577,0.772274,0.906384,0.95506,1.01039,1.07388,1.14366,1.21998,1.30797,1.40635,1.50884,1.61911,1.74579,1.29125,0.966215,0.922756,0.886264,0.855234,0.828072,0.804301,0.783669,0.765724,0.750127,0.736942
carbonprice,RSAS,trillion*usd/GtCO2/yr,0,0.0653533,0.0818089,0.100076,0.121284,0.146705,0.177307,0.213914,0.257466,0.308883,0.368946,0.461445,0.54798,0.621517,0.682597,0.732041,0.622607,0.449855,0.460383,0.466217,0.468796,0.469236,0.467998,0.465379,0.46171,0.457189,0.451697
carbonprice,RSAF,trillion*usd/GtCO2/yr,0,0.0216634,0.0801975,0.0942277,0.11112,0.130923,0.156051,0.189213,0.231997,0.28568,0.351336,0.429909,0.521833,0.628334,0.753665,0.901127,0.688554,0.491629,0.509435,0.520549,0.526988,0.530249,0.530984,0.529617,0.52662,0.522267,0.516384
global_rel_mitigation_costs,Global,dimensionless,-5.65163e-10,0.00191577,0.00980813,0.0230331,0.0331826,0.0348894,0.0363608,0.0375209,0.0385355,0.0396803,0.0410195,0.0425886,0.0445349,0.0468322,0.04949,0.0527103,0.0348412,0.0221664,0.0209945,0.020034,0.0192335,0.0185519,0.0179691,0.0174714,0.0170445,0.0166784,0.0163731
global_emission_reduction_per_cost_unit,Global,GtCO2/trillion/usd,0,57.4974,16.7663,8.34112,6.0036,5.59412,5.22643,4.87161,4.5518,4.28489,4.0542,3.83663,3.61151,3.37698,3.14921,2.93308,4.00141,5.58983,5.7363,5.87469,6.00648,6.13206,6.25214,6.36733,6.47808,6.58466,6.6871
global_cost_per_emission_reduction_unit,Global,trillion*usd/GtCO2,0,0.0173834,0.0596434,0.119888,0.166567,0.178759,0.191335,0.205271,0.219693,0.233378,0.246658,0.260645,0.276892,0.296122,0.31754,0.340938,0.249912,0.178896,0.174328,0.170222,0.166487,0.163077,0.159945,0.157052,0.154367,0.151868,0.149542
burden_sharing_common_level,Global,fraction_of_GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capital_stock,CAN,trillion*usd/yr,3.06075,3.94049,4.77892,5.55534,6.31492,7.0905,7.87985,8.67222,9.47209,10.2986,11.1649,12.076,13.0293,14.0145,15.0166,16.018,17.1549,18.3938,19.632,20.84,21.9958,23.0864,24.1009,25.0295,25.8654,26.604,27.2371
capital_stock,USA,trillion*usd/yr,33.4009,42.8986,52.0987,60.5921,67.9857,75.0183,81.7282,88.1848,94.4805,100.706,106.875,112.934,118.834,124.535,130.002,135.21,141.303,148.056,154.603,160.848,166.724,172.198,177.242,181.828,185.94,189.567,192.684
capital_stock,MEX,trillion*usd/yr,3.686,4.95712,6.28583,7.664,9.12132,10.6716,12.3261,14.0911,15.9688,17.9598,20.0664,22.293,24.6396,27.1008,29.6702,32.3386,35.3247,38.5354,41.805,45.0385,48.1642,51.1373,53.9204,56.48,58.7931,60.8428,62.6024
capital_stock,RCAM,trillion*usd/yr,1.0413,1.88722,2.77727,3.73192,4.76692,5.90012,7.144,8.50612,9.99444,11.6184,13.3856,15.3009,17.3659,19.578,21.9324,24.4205,27.2756,30.386,33.5881,36.7789,39.8809,42.8445,45.6284,48.196,50.5215,52.5861,54.3607
capital_stock,BRA,trillion*usd/yr,5.32128,7.04451,8.83049,10.5974,12.2808,13.9662,15.6749,17.4261,19.2219,21.0433,22.8629,24.6497,26.4033,28.161,29.9365,31.699,33.6638,35.7674,37.8633,39.9051,41.8578,43.7002,45.4148,46.9852,48.4007,49.6536,50.7303
capital_stock,RSAM,trillion*usd/yr,5.99268,7.96071,10.0954,12.3693,14.739,17.2569,19.9255,22.7792,25.8304,29.0488,32.3956,35.8423,39.3799,43.0133,46.7252,50.473,54.6963,59.2473,63.8428,68.3615,72.7122,76.8395,80.6965,84.2409,87.4434,90.2828,92.7245
capital_stock,NAF,trillion*usd/yr,2.49252,3.55458,4.81614,6.268,7.90576,9.73352,11.7542,13.9681,16.376,18.9762,21.748,24.6582,27.6817,30.8011,33.9967,37.2478,40.7259,44.3926,48.0604,51.6351,55.0477,58.258,61.2327,63.9417,66.3652,68.4897,70.2905
capital_stock,WAF,trillion*usd/yr,1.67816,2.78856,4.22584,6.08025,8.47998,11.5831,15.588,20.738,27.2922,35.493,45.5694,57.7422,72.15,88.9182,108.284,130.465,155.799,183.631,212.781,242.153,270.932,298.585,324.672,348.808,370.721,390.207,406.962
capital_stock,EAF,trillion*usd/yr,0.886128,1.35088,1.95417,2.73442,3.75099,5.08217,6.81795,9.05833,11.9171,15.5184,19.9898,25.453,31.9857,39.6794,48.6804,59.1362,71.0554,84.1839,97.9233,111.757,125.302,138.308,150.567,161.902,172.185,181.322,189.17
capital_stock,SAF,trillion*usd/yr,1.37501,1.81836,2.30054,2.8074,3.34822,3.91591,4.50655,5.12008,5.75699,6.41689,7.09616,7.78824,8.48629,9.18307,9.86885,10.5337,11.2841,12.093,12.8929,13.6675,14.4046,15.0977,15.741,16.3293,16.8588,17.3271,17.7296
capital_stock,WEU,trillion*usd/yr,27.8288,35.7987,43.2127,50.063,56.7656,63.4135,70.0679,76.7794,83.6227,90.6815,97.9583,105.385,112.932,120.62,128.421,136.252,145.093,154.687,164.28,173.647,182.618,191.096,198.997,206.243,212.783,218.581,223.571
capital_stock,CEU,trillion*usd/yr,4.13085,5.77922,7.40851,8.97618,10.51,11.9918,13.4157,14.788,16.1271,17.4558,18.773,20.0587,21.3033,22.5105,23.6857,24.831,26.1068,27.4641,28.8026,30.097,31.3282,32.4855,33.5596,34.542,35.4271,36.2108,36.8858
capital_stock,TUR,trillion*usd/yr,2.07729,3.07867,4.1099,5.18406,6.30151,7.46271,8.66532,9.90494,11.1787,12.4849,13.8173,15.1653,16.52,17.8745,19.2227,20.5615,22.0219,23.5616,25.0939,26.5839,28.0056,29.3441,30.5865,31.7212,32.7403,33.6384,34.4057
capital_stock,UKR,trillion*usd/yr,1.07852,1.40365,1.75057,2.12138,2.50933,2.90797,3.31599,3.73554,4.17262,4.63476,5.11806,5.60878,6.09853,6.58513,7.06523,7.53397,8.06168,8.62923,9.19245,9.73939,10.2611,10.7526,11.2096,11.6281,12.0053,12.3393,12.6267
capital_stock,STAN,trillion*usd/yr,0.754626,1.29462,1.91138,2.58681,3.2959,4.01326,4.71853,5.39872,6.06077,6.72503,7.39306,8.04779,8.68383,9.31179,9.9392,10.5659,11.2654,12.0117,12.7567,13.4832,14.1783,14.8346,15.4455,16.0053,16.5099,16.9565,17.3402
capital_stock,RUS,trillion*usd/yr,4.45929,6.59342,8.66154,10.7212,12.7315,14.6292,16.4069,18.1063,19.777,21.4578,23.1451,24.8083,26.4269,27.9891,29.4921,30.9441,32.6416,34.4896,36.3069,38.0609,39.727,41.2915,42.7425,44.0687,45.263,46.3205,47.2314
capital_stock,ME,trillion*usd/yr,7.50372,9.99049,12.7103,15.7137,18.9638,22.417,26.047,29.8477,33.8383,38.0514,42.4901,47.1315,51.9584,56.9603,62.1269,67.4474,73.4379,79.9488,86.5202,92.9746,99.1796,105.054,110.53,115.547,120.065,124.054,127.465
capital_stock,INDIA,trillion*usd/yr,12.7486,18.3924,25.4427,33.9028,43.7911,55.1313,67.9129,82.0965,97.6227,114.402,132.279,151.054,170.537,190.532,210.813,231.174,253.11,276.11,299.143,321.646,343.199,363.559,382.521,399.893,415.546,429.387,441.254
capital_stock,KOR,trillion*usd/yr,4.62268,5.66725,6.74366,7.75836,8.741,9.67901,10.5572,11.3646,12.0946,12.7446,13.3198,13.8309,14.2869,14.6926,15.0471,15.3467,15.7015,16.0836,16.4307,16.7442,17.0258,17.278,17.5029,17.7017,17.8758,18.0265,18.1544
capital_stock,CHN,trillion*usd/yr,53.3604,71.8851,93.365,115.34,136.849,157.759,177.451,195.296,211.106,225.058,237.278,247.803,256.68,263.974,269.796,274.295,279.286,284.453,288.795,292.446,295.518,298.106,300.289,302.129,303.679,304.984,306.082
capital_stock,SEAS,trillion*usd/yr,7.10967,9.00162,11.2241,13.7603,16.5964,19.734,23.1649,26.8697,30.8334,35.0475,39.4872,44.1104,48.8861,53.8003,58.8203,63.8879,69.4069,75.2511,81.0977,86.7941,92.2276,97.3332,102.057,106.35,110.18,113.525,116.347
capital_stock,INDO,trillion*usd/yr,2.98336,4.46275,6.2286,8.28009,10.591,13.1423,15.9065,18.8446,21.9129,25.0693,28.2791,31.5168,34.7645,38.0036,41.2096,44.3593,47.7875,51.3882,54.9582,58.4144,61.6958,64.7684,67.6035,70.1746,72.4648,74.4627,76.1466
capital_stock,JAP,trillion*usd/yr,11.2971,13.0691,14.6585,16.0042,17.0957,18.0569,18.9202,19.7129,20.4541,21.156,21.8235,22.4565,23.0558,23.6223,24.1571,24.6622,25.3276,26.0927,26.8397,27.5558,28.232,28.8633,29.4454,29.9745,30.448,30.8646,31.2206
capital_stock,OCE,trillion*usd/yr,2.53847,3.21003,3.89568,4.57285,5.21777,5.86947,6.55393,7.27894,8.04548,8.84572,9.67766,10.5492,11.4557,12.3743,13.2888,14.1947,15.2186,16.3223,17.427,18.5062,19.5401,20.5168,21.4264,22.2599,23.011,23.6755,24.2459
capital_stock,RSAS,trillion*usd/yr,2.34703,3.42964,4.75427,6.35636,8.28661,10.608,13.3815,16.6653,20.5248,25.0292,30.2377,36.1765,42.8653,50.3166,58.5733,67.6874,77.8146,88.8672,100.268,111.637,122.692,133.253,143.17,152.313,160.591,167.935,174.242
capital_stock,RSAF,trillion*usd/yr,1.11306,1.4416,1.84713,2.34115,2.95689,3.7517,4.78973,6.13562,7.85736,10.0249,12.7081,15.9746,19.8823,24.4879,29.865,36.0696,43.2958,51.338,59.7478,68.2104,76.4929,84.4428,91.9348,98.8605,105.144,110.727,115.524
GDP_gross,CAN,trillion*usd/yr,1.53652,1.6919,1.8577,2.03617,2.22434,2.41672,2.60992,2.80427,3.01335,3.24908,3.50366,3.76629,4.03155,4.29596,4.55945,4.82281,5.10184,5.39234,5.66659,5.90555,6.1116,6.29063,6.44219,6.56502,6.66085,6.73054,6.76875
GDP_gross,USA,trillion*usd/yr,16.4132,18.3227,20.146,21.7511,23.1435,24.4615,25.7466,27.0385,28.3781,29.7847,31.1903,32.527,33.8061,35.0471,36.2302,37.3449,38.5397,39.8294,41.0557,42.1254,43.0487,43.8537,44.5381,45.0958,45.5343,45.8578,46.0437
GDP_gross,MEX,trillion*usd/yr,1.94717,2.28478,2.64927,3.03316,3.44445,3.88968,4.37043,4.88644,5.43583,6.01694,6.63029,7.27612,7.95064,8.65066,9.37955,10.139,10.9419,11.7612,12.5312,13.2018,13.7802,14.2823,14.7068,15.0505,15.3182,15.512,15.6166
GDP_gross,RCAM,trillion*usd/yr,1.00029,1.21612,1.46467,1.74079,2.05141,2.4044,2.79931,3.23483,3.71362,4.23857,4.80936,5.42489,6.08353,6.78344,7.52257,8.2967,9.11837,9.95562,10.7416,11.426,12.0162,12.5288,12.9623,13.3134,13.5869,13.7851,13.8919
GDP_gross,BRA,trillion*usd/yr,2.69705,3.16674,3.63591,4.06918,4.47834,4.89404,5.3202,5.75504,6.19023,6.61859,7.04707,7.48075,7.91037,8.33078,8.75104,9.17783,9.63253,10.104,10.5496,10.9389,11.2756,11.5686,11.8172,12.0191,12.1772,12.2928,12.3571
