Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GDP_gross,USA,trillion*usd/yr,16.4132,18.323,20.1553,21.8066,23.3087,24.7194,26.0837,27.443,28.8393,30.2923,31.733,33.0929,34.3858,35.6343,36.8198,37.9316,39.027
GDP_gross,MEX,trillion*usd/yr,1.94717,2.28489,2.65127,3.0398,3.45545,3.90443,4.38806,4.90608,5.45659,6.03781,6.64986,7.29223,7.96042,8.65082,9.36678,10.1104,10.8728
GDP_gross,RCAM,trillion*usd/yr,1.00029,1.21631,1.46654,1.74407,2.05589,2.40999,2.80609,3.24308,3.72371,4.25074,4.82356,5.44066,6.10006,6.79968,7.53724,8.30826,9.09967
GDP_gross,BRA,trillion*usd/yr,2.69705,3.16679,3.63755,4.07807,4.50382,4.93544,5.37512,5.81927,6.25863,6.68679,7.11314,7.54589,7.97501,8.39072,8.80057,9.21432,9.63507
GDP_gross,RSAM,trillion*usd/yr,2.98887,3.60077,4.25578,4.9487,5.68257,6.46106,7.28381,8.14899,9.05283,9.98967,10.9482,11.9186,12.9011,13.8955,14.8893,15.8738,16.8654
GDP_gross,NAF,trillion*usd/yr,1.38627,1.79535,2.27454,2.78906,3.34133,3.94013,4.5861,5.27829,6.0173,6.79848,7.5959,8.38608,9.17134,9.95646,10.7344,11.4992,12.2606
GDP_gross,WAF,trillion*usd/yr,1.18514,1.68203,2.32785,3.14781,4.20632,5.57547,7.3305,9.54434,12.2882,15.6253,19.598,24.2294,29.4901,35.359,41.8842,49.0294,56.3906
GDP_gross,EAF,trillion*usd/yr,0.533812,0.738585,1.00667,1.35031,1.80162,2.39532,3.16102,4.12768,5.33028,6.80241,8.57123,10.6543,13.0417,15.7304,18.7653,22.1418,25.6375
GDP_gross,SAF,trillion*usd/yr,0.66943,0.818838,0.979564,1.14288,1.30787,1.47566,1.64793,1.82589,2.00885,2.19509,2.38063,2.56168,2.73687,2.90464,3.06066,3.20284,3.34019
GDP_gross,WEU,trillion*usd/yr,14.33,15.3242,16.5007,17.8023,19.2147,20.7321,22.339,24.0272,25.8236,27.7433,29.7211,31.6926,33.6683,35.6684,37.6819,39.6987,41.7424
GDP_gross,CEU,trillion*usd/yr,2.48099,2.82054,3.17783,3.52841,3.85748,4.15741,4.43917,4.71778,5.00856,5.31876,5.62406,5.90049,6.15344,6.39459,6.6337,6.87808,7.12809
GDP_gross,TUR,trillion*usd/yr,1.35505,1.62747,1.9083,2.19622,2.49389,2.80366,3.12379,3.45214,3.78876,4.13281,4.478,4.81857,5.15537,5.48967,5.81861,6.14092,6.46543
GDP_gross,UKR,trillion*usd/yr,0.514806,0.614154,0.726233,0.84143,0.954028,1.06164,1.17006,1.28607,1.41365,1.55299,1.69213,1.8202,1.94111,2.06048,2.17741,2.29077,2.40437
GDP_gross,STAN,trillion*usd/yr,0.589091,0.802825,1.02225,1.23363,1.42708,1.59627,1.74372,1.87643,2.01323,2.16823,2.32825,2.47887,2.62477,2.77324,2.92467,3.0782,3.23475
GDP_gross,RUS,trillion*usd/yr,2.95513,3.47759,4.0164,4.52997,4.97311,5.32178,5.63382,5.97353,6.36536,6.8099,7.24969,7.63258,7.9785,8.31734,8.65247,8.98298,9.31646
GDP_gross,ME,trillion*usd/yr,3.70371,4.54554,5.46761,6.44289,7.44303,8.44862,9.47394,10.5418,11.6813,12.9104,14.2012,15.5251,16.891,18.3124,19.7871,21.3084,22.8689
GDP_gross,INDIA,trillion*usd/yr,6.85778,9.43739,12.4037,15.6967,19.3303,23.3216,27.636,32.2298,37.0669,42.095,47.1941,52.2494,57.2176,62.0567,66.671,71.0115,75.249
GDP_gross,KOR,trillion*usd/yr,1.89921,2.22676,2.53374,2.79603,3.01804,3.20856,3.36986,3.50278,3.6092,3.69233,3.76002,3.81957,3.87257,3.91845,3.95353,3.97584,3.993
GDP_gross,CHN,trillion*usd/yr,24.5335,33.268,41.2883,47.7447,53.0348,57.6135,61.2824,63.8478,65.7041,67.2548,68.4683,69.2543,69.6791,69.8441,69.8461,69.7729,69.6829
GDP_gross,SEAS,trillion*usd/yr,2.99228,3.78852,4.65461,5.56331,6.52705,7.56152,8.6606,9.81508,11.0234,12.282,13.5726,14.8758,16.1788,17.4707,18.7425,19.9914,21.2368
GDP_gross,INDO,trillion*usd/yr,1.74058,2.39237,3.12032,3.89085,4.69874,5.54241,6.41033,7.28882,8.16439,9.02481,9.86271,10.6743,11.4659,12.2415,12.9885,13.6991,14.3987
GDP_gross,JAP,trillion*usd/yr,4.30036,4.5137,4.70857,4.85188,4.96848,5.09009,5.22411,5.37072,5.52374,5.67562,5.81892,5.94907,6.07234,6.19563,6.31848,6.43941,6.55993
GDP_gross,OCE,trillion*usd/yr,1.16657,1.3344,1.50363,1.67357,1.85101,2.04179,2.24173,2.44723,2.66575,2.90317,3.14962,3.3937,3.6323,3.86464,4.09123,4.31362,4.53658
GDP_gross,RSAS,trillion*usd/yr,1.345,1.78083,2.30914,2.93296,3.67729,4.56805,5.617,6.83492,8.24204,9.85636,11.6806,13.7086,15.9131,18.2748,20.8188,23.5511,26.3702
GDP_gross,RSAF,trillion*usd/yr,0.480387,0.627319,0.796483,0.996498,1.25645,1.60694,2.06736,2.65421,3.38622,4.28123,5.35414,6.61552,8.06383,9.70207,11.5604,13.6367,15.7891
GDP_net,CAN,trillion*usd/yr,1.53652,1.68818,1.85081,2.03022,2.21863,2.40688,2.59147,2.77361,2.967,3.18264,3.41143,3.64132,3.86612,4.08224,4.29003,4.49091,4.68749
GDP_net,USA,trillion*usd/yr,16.4132,18.2908,20.0781,21.6709,23.1007,24.4245,25.6857,26.9244,28.1812,29.473,30.7297,31.8836,32.9477,33.9437,34.8537,35.6669,36.4362
GDP_net,MEX,trillion*usd/yr,1.94717,2.27946,2.6375,3.01412,3.41355,3.84102,4.2968,4.77961,5.28657,5.81465,6.36232,6.92751,7.50442,8.08829,8.68078,9.28193,9.8816
GDP_net,RCAM,trillion*usd/yr,1.00029,1.21343,1.45893,1.72933,2.03096,2.37085,2.74773,3.15948,3.60769,4.09363,4.61499,5.16855,5.75063,6.35752,6.98524,7.62749,8.27011
GDP_net,BRA,trillion*usd/yr,2.69705,3.15926,3.61866,4.04361,4.4492,4.85529,5.26333,5.66926,6.06363,6.43964,6.80557,7.16848,7.51817,7.8451,8.15604,8.4593,8.7567
GDP_net,RSAM,trillion*usd/yr,2.98887,3.59222,4.23368,4.90689,5.61365,6.35613,7.13232,7.93892,8.77076,9.62044,10.4748,11.3224,12.1621,12.9919,13.7989,14.5731,15.3278
GDP_net,NAF,trillion*usd/yr,1.38627,1.78657,2.25,2.73966,3.25559,3.80353,4.38082,4.9832,5.60779,6.24602,6.86951,7.45349,7.9975,8.50337,8.96261,9.36758,9.72306
GDP_net,WAF,trillion*usd/yr,1.18514,1.67215,2.29794,3.08203,4.08025,5.35193,6.95454,8.93841,11.3466,14.2067,17.5187,21.2585,25.3518,29.7302,34.3795,39.2058,43.8258
GDP_net,EAF,trillion*usd/yr,0.533812,0.734249,0.993731,1.3221,1.74762,2.29928,2.9989,3.86563,4.92182,6.18483,7.66185,9.34798,11.2116,13.2263,15.403,17.7055,19.925
GDP_net,SAF,trillion*usd/yr,0.66943,0.81599,0.971889,1.12791,1.28267,1.43675,1.59117,1.74657,1.90169,2.05418,2.1995,2.3335,2.45454,2.561,2.64898,2.71662,2.77144
GDP_net,WEU,trillion*usd/yr,14.33,15.3067,16.4585,17.7268,19.096,20.5587,22.0977,23.703,25.3997,27.1996,29.0354,30.8415,32.6262,34.4076,36.173,37.9102,39.6388
GDP_net,CEU,trillion*usd/yr,2.48099,2.81573,3.16577,3.50636,3.82255,4.10658,4.36916,4.62494,4.88868,5.16678,5.43486,5.66942,5.87568,6.06493,6.24627,6.4261,6.60412
GDP_net,TUR,trillion*usd/yr,1.35505,1.62384,1.8994,2.18028,2.46892,2.76749,3.07402,3.38626,3.7041,4.02649,4.34707,4.66011,4.96635,5.26699,5.55923,5.84178,6.12294
GDP_net,UKR,trillion*usd/yr,0.514806,0.613108,0.723594,0.836569,0.946288,1.05034,1.15442,1.26514,1.3863,1.51791,1.64807,1.76614,1.87594,1.98292,2.08617,2.18454,2.28162
GDP_net,STAN,trillion*usd/yr,0.589091,0.801458,1.01854,1.2265,1.4155,1.57928,1.72041,1.84589,1.97429,2.11926,2.26763,2.40525,2.53665,2.66885,2.80211,2.93547,3.0696
GDP_net,RUS,trillion*usd/yr,2.95513,3.47167,4.0018,4.5038,4.93276,5.26514,5.5585,5.87632,6.24224,6.65608,7.06093,7.40589,7.71064,8.00427,8.2899,8.56644,8.84082
GDP_net,ME,trillion*usd/yr,3.70371,4.53539,5.44212,6.3961,7.36853,8.33963,9.32301,10.3406,11.4202,12.5783,13.786,15.0145,16.2716,17.5696,18.905,20.2705,21.6575
GDP_net,INDIA,trillion*usd/yr,6.85778,9.37702,12.2306,15.3412,18.7036,22.3117,26.1072,30.0253,34.0095,37.9849,41.8138,45.3714,48.6046,51.468,53.8761,55.7831,57.3158
GDP_net,KOR,trillion*usd/yr,1.89921,2.21958,2.51615,2.76491,2.97042,3.14154,3.28066,3.38895,3.46864,3.5231,3.55991,3.58612,3.60332,3.61115,3.6064,3.58747,3.56139
GDP_net,CHN,trillion*usd/yr,24.5335,33.1891,41.0866,47.3869,52.4954,56.8702,60.3216,62.6678,64.3049,65.632,66.6203,67.1851,67.3944,67.3501,67.1479,66.8731,66.5821
GDP_net,SEAS,trillion*usd/yr,2.99228,3.76277,4.58719,5.43524,6.31583,7.24006,8.19736,9.17484,10.167,11.1653,12.1476,13.0918,13.9827,14.8087,15.5599,16.2312,16.8352
GDP_net,INDO,trillion*usd/yr,1.74058,2.3761,3.07512,3.80128,4.54669,5.30678,6.06745,6.81337,7.53007,8.2043,8.82728,9.39411,9.90954,10.3763,10.783,11.1224,11.4143
GDP_net,JAP,trillion*usd/yr,4.30036,4.50326,4.68435,4.81058,4.90676,5.00409,5.10946,5.22273,5.33757,5.44622,5.54105,5.61751,5.68155,5.73959,5.79102,5.83413,5.86985
GDP_net,OCE,trillion*usd/yr,1.16657,1.33095,1.49498,1.65766,1.82537,2.0034,2.1871,2.37248,2.56633,2.77355,2.98372,3.18533,3.37506,3.5519,3.71608,3.86859,4.01314
GDP_net,RSAS,trillion*usd/yr,1.345,1.77121,2.28243,2.8789,3.58194,4.41245,5.37636,6.47811,7.73021,9.14099,10.7025,12.398,14.192,16.0567,18.0033,20.0236,22.0178
GDP_net,RSAF,trillion*usd/yr,0.480387,0.623636,0.786249,0.975674,1.21879,1.54251,1.96133,2.48571,3.12674,3.89255,4.78608,5.80437,6.93226,8.15762,9.48903,10.9045,12.271
investments,CAN,trillion*usd/yr,0.32267,0.354519,0.388671,0.426346,0.465911,0.505444,0.544209,0.582458,0.62307,0.668355,0.716399,0.764676,0.811885,0.85727,0.900907,0.94309,0.984372
investments,USA,trillion*usd/yr,3.44678,3.84106,4.21639,4.55088,4.85115,5.12914,5.39399,5.65413,5.91806,6.18933,6.45323,6.69555,6.91902,7.12818,7.31929,7.49004,7.65159
investments,MEX,trillion*usd/yr,0.408907,0.478687,0.553875,0.632965,0.716845,0.806615,0.902327,1.00372,1.11018,1.22108,1.33609,1.45478,1.57593,1.69854,1.82296,1.9492,2.07514
investments,RCAM,trillion*usd/yr,0.21006,0.254819,0.306375,0.36316,0.426501,0.497879,0.577024,0.663491,0.757614,0.859662,0.969149,1.08539,1.20763,1.33508,1.4669,1.60177,1.73672
investments,BRA,trillion*usd/yr,0.566381,0.663445,0.759918,0.849159,0.934332,1.01961,1.1053,1.19054,1.27336,1.35232,1.42917,1.50538,1.57882,1.64747,1.71277,1.77645,1.83891
investments,RSAM,trillion*usd/yr,0.627662,0.754366,0.889072,1.03045,1.17887,1.33479,1.49779,1.66717,1.84186,2.02029,2.19971,2.37771,2.55404,2.72831,2.89776,3.06036,3.21885
investments,NAF,trillion*usd/yr,0.291117,0.375179,0.472501,0.575329,0.683673,0.798742,0.919972,1.04647,1.17764,1.31166,1.4426,1.56523,1.67947,1.78571,1.88215,1.96719,2.04184
investments,WAF,trillion*usd/yr,0.248879,0.351152,0.482567,0.647225,0.856853,1.12391,1.46045,1.87707,2.38278,2.9834,3.67893,4.46429,5.32388,6.24335,7.2197,8.23321,9.20342
investments,EAF,trillion*usd/yr,0.1121,0.154192,0.208684,0.27764,0.367001,0.48285,0.62977,0.811782,1.03358,1.29881,1.60899,1.96308,2.35444,2.77753,3.23462,3.71815,4.18425
investments,SAF,trillion*usd/yr,0.14058,0.171358,0.204097,0.236861,0.269361,0.301717,0.334146,0.366779,0.399355,0.431378,0.461895,0.490036,0.515452,0.537811,0.556286,0.570491,0.582002
investments,WEU,trillion*usd/yr,3.00929,3.21441,3.45628,3.72263,4.01016,4.31733,4.64051,4.97764,5.33394,5.71192,6.09744,6.47671,6.8515,7.22559,7.59632,7.96114,8.32416
investments,CEU,trillion*usd/yr,0.521008,0.591303,0.664813,0.736336,0.802735,0.862382,0.917524,0.971238,1.02662,1.08502,1.14132,1.19058,1.23389,1.27364,1.31172,1.34948,1.38686
investments,TUR,trillion*usd/yr,0.28456,0.341006,0.398874,0.457858,0.518474,0.581173,0.645545,0.711114,0.77786,0.845562,0.912885,0.978623,1.04293,1.10607,1.16744,1.22677,1.28582
investments,UKR,trillion*usd/yr,0.108109,0.128753,0.151955,0.17568,0.19872,0.220571,0.242428,0.265679,0.291124,0.318761,0.346095,0.370889,0.393948,0.416412,0.438096,0.458754,0.47914
investments,STAN,trillion*usd/yr,0.123709,0.168306,0.213893,0.257566,0.297255,0.33165,0.361286,0.387637,0.414601,0.445044,0.476202,0.505102,0.532696,0.560459,0.588444,0.616449,0.644616
investments,RUS,trillion*usd/yr,0.620578,0.72905,0.840378,0.945797,1.03588,1.10568,1.16728,1.23403,1.31087,1.39778,1.4828,1.55524,1.61923,1.6809,1.74088,1.79895,1.85657
investments,ME,trillion*usd/yr,0.77778,0.952432,1.14284,1.34318,1.54739,1.75132,1.95783,2.17153,2.39825,2.64143,2.89506,3.15304,3.41705,3.68962,3.97005,4.2568,4.54807
investments,INDIA,trillion*usd/yr,1.44013,1.96917,2.56842,3.22164,3.92775,4.68545,5.48251,6.30531,7.14199,7.97683,8.78089,9.52799,10.207,10.8083,11.314,11.7145,12.0363
investments,KOR,trillion*usd/yr,0.398834,0.466111,0.528392,0.580632,0.623789,0.659723,0.688939,0.711679,0.728415,0.73985,0.747582,0.753086,0.756696,0.758341,0.757344,0.75337,0.747891
investments,CHN,trillion*usd/yr,5.15204,6.96971,8.6282,9.95124,11.024,11.9427,12.6675,13.1602,13.504,13.7827,13.9903,14.1089,14.1528,14.1435,14.1011,14.0434,13.9822
investments,SEAS,trillion*usd/yr,0.62838,0.790181,0.96331,1.1414,1.32632,1.52041,1.72145,1.92672,2.13507,2.34472,2.55101,2.74927,2.93637,3.10982,3.26758,3.40855,3.53539
investments,INDO,trillion*usd/yr,0.365523,0.498982,0.645775,0.798269,0.954805,1.11442,1.27416,1.43081,1.58131,1.7229,1.85373,1.97276,2.081,2.17903,2.26443,2.33571,2.39701
investments,JAP,trillion*usd/yr,0.903076,0.945684,0.983714,1.01022,1.03042,1.05086,1.07299,1.09677,1.12089,1.14371,1.16362,1.17968,1.19312,1.20531,1.21611,1.22517,1.23267
investments,OCE,trillion*usd/yr,0.244981,0.279499,0.313946,0.348108,0.383328,0.420714,0.45929,0.498221,0.538929,0.582446,0.626581,0.66892,0.708762,0.745899,0.780377,0.812404,0.842758
investments,RSAS,trillion*usd/yr,0.282451,0.371954,0.47931,0.604568,0.752208,0.926614,1.12904,1.3604,1.62334,1.91961,2.24753,2.60359,2.98031,3.3719,3.78069,4.20497,4.62374
investments,RSAF,trillion*usd/yr,0.100881,0.130964,0.165112,0.204891,0.255946,0.323928,0.41188,0.521999,0.656614,0.817435,1.00508,1.21892,1.45577,1.7131,1.9927,2.28994,2.57691
consumption,CAN,trillion*usd/yr,1.21385,1.33367,1.46214,1.60387,1.75271,1.90143,2.04726,2.19115,2.34393,2.51429,2.69503,2.87664,3.05423,3.22497,3.38913,3.54782,3.70311
consumption,USA,trillion*usd/yr,12.9665,14.4497,15.8617,17.12,18.2496,19.2953,20.2917,21.2703,22.2632,23.2837,24.2764,25.188,26.0287,26.8155,27.5345,28.1768,28.7846
consumption,MEX,trillion*usd/yr,1.53827,1.80077,2.08362,2.38116,2.6967,3.03441,3.39447,3.77589,4.17639,4.59357,5.02624,5.47273,5.92849,6.38975,6.85782,7.33272,7.80646
consumption,RCAM,trillion*usd/yr,0.790227,0.958606,1.15255,1.36617,1.60446,1.87297,2.17071,2.49599,2.85007,3.23397,3.64584,4.08315,4.543,5.02244,5.51834,6.02572,6.53339
consumption,BRA,trillion*usd/yr,2.13067,2.49582,2.85874,3.19446,3.51487,3.83568,4.15803,4.47871,4.79027,5.08731,5.3764,5.6631,5.93936,6.19763,6.44327,6.68285,6.91779
consumption,RSAM,trillion*usd/yr,2.3612,2.83785,3.3446,3.87644,4.43479,5.02134,5.63453,6.27175,6.9289,7.60015,8.2751,8.94473,9.60805,10.2636,10.9011,11.5128,12.109
consumption,NAF,trillion*usd/yr,1.09515,1.41139,1.7775,2.16433,2.57191,3.00479,3.46085,3.93673,4.43015,4.93435,5.42691,5.88826,6.31802,6.71766,7.08046,7.40039,7.68122
consumption,WAF,trillion*usd/yr,0.936259,1.321,1.81537,2.4348,3.2234,4.22803,5.49409,7.06134,8.96378,11.2233,13.8398,16.7942,20.0279,23.4869,27.1598,30.9726,34.6224
consumption,EAF,trillion*usd/yr,0.421711,0.580057,0.785047,1.04446,1.38062,1.81643,2.36913,3.05384,3.88824,4.88602,6.05286,7.3849,8.85718,10.4488,12.1683,13.9873,15.7408
consumption,SAF,trillion*usd/yr,0.52885,0.644632,0.767792,0.891048,1.01331,1.13503,1.25703,1.37979,1.50234,1.6228,1.7376,1.84347,1.93908,2.02319,2.0927,2.14613,2.18944
consumption,WEU,trillion*usd/yr,11.3207,12.0923,13.0022,14.0042,15.0858,16.2414,17.4572,18.7254,20.0658,21.4877,22.938,24.3648,25.7747,27.182,28.5766,29.949,31.3147
consumption,CEU,trillion*usd/yr,1.95998,2.22443,2.50096,2.77003,3.01981,3.2442,3.45164,3.65371,3.86206,4.08176,4.29354,4.47884,4.64179,4.79129,4.93455,5.07662,5.21725
consumption,TUR,trillion*usd/yr,1.07049,1.28283,1.50053,1.72242,1.95045,2.18632,2.42848,2.67514,2.92624,3.18092,3.43419,3.68148,3.92341,4.16092,4.39179,4.61501,4.83712
consumption,UKR,trillion*usd/yr,0.406697,0.484356,0.571639,0.66089,0.747567,0.829767,0.91199,0.999461,1.09518,1.19915,1.30198,1.39525,1.48199,1.5665,1.64808,1.72579,1.80248
consumption,STAN,trillion*usd/yr,0.465382,0.633152,0.804643,0.968937,1.11825,1.24763,1.35912,1.45825,1.55969,1.67421,1.79142,1.90014,2.00395,2.10839,2.21367,2.31902,2.42498
consumption,RUS,trillion*usd/yr,2.33455,2.74262,3.16142,3.558,3.89688,4.15946,4.39121,4.64229,4.93137,5.2583,5.57813,5.85066,6.09141,6.32337,6.54902,6.76749,6.98425
consumption,ME,trillion*usd/yr,2.92593,3.58296,4.29927,5.05292,5.82114,6.58831,7.36518,8.1691,9.02199,9.93682,10.8909,11.8614,12.8546,13.88,14.935,16.0137,17.1094
consumption,INDIA,trillion*usd/yr,5.41764,7.40784,9.66216,12.1195,14.7758,17.6262,20.6247,23.72,26.8675,30.0081,33.0329,35.8434,38.3976,40.6597,42.5621,44.0687,45.2795
consumption,KOR,trillion*usd/yr,1.50038,1.75347,1.98776,2.18428,2.34663,2.48182,2.59172,2.67727,2.74023,2.78325,2.81233,2.83304,2.84662,2.85281,2.84906,2.8341,2.8135
consumption,CHN,trillion*usd/yr,19.3815,26.2194,32.4584,37.4356,41.4713,44.9274,47.6541,49.5076,50.8009,51.8493,52.6301,53.0762,53.2416,53.2066,53.0468,52.8298,52.5998
consumption,SEAS,trillion*usd/yr,2.3639,2.97259,3.62388,4.29384,4.98951,5.71965,6.47592,7.24812,8.03192,8.82059,9.59664,10.3425,11.0463,11.6989,12.2923,12.8227,13.2998
consumption,INDO,trillion*usd/yr,1.37506,1.87712,2.42935,3.00301,3.59188,4.19236,4.79329,5.38256,5.94875,6.4814,6.97355,7.42135,7.82853,8.19729,8.51857,8.78673,9.01733
consumption,JAP,trillion*usd/yr,3.39729,3.55757,3.70064,3.80036,3.87634,3.95323,4.03648,4.12596,4.21668,4.30251,4.37743,4.43784,4.48842,4.53427,4.57491,4.60896,4.63718
consumption,OCE,trillion*usd/yr,0.921594,1.05145,1.18103,1.30955,1.44204,1.58269,1.72781,1.87426,2.0274,2.19111,2.35714,2.51641,2.6663,2.806,2.93571,3.05619,3.17038
consumption,RSAS,trillion*usd/yr,1.06255,1.39926,1.80312,2.27433,2.82973,3.48583,4.24732,5.11771,6.10687,7.22138,8.45499,9.79445,11.2116,12.6848,14.2226,15.8187,17.3941
consumption,RSAF,trillion*usd/yr,0.379505,0.492672,0.621137,0.770782,0.962844,1.21859,1.54945,1.96371,2.47012,3.07511,3.78101,4.58545,5.47648,6.44452,7.49633,8.61452,9.6941
utility,CAN,dimensionless,2.46347,2.50936,2.5577,2.61166,2.66508,2.71265,2.75396,2.79096,2.83023,2.87601,2.92493,2.97346,3.02053,3.06625,3.11279,3.16172,3.21051
utility,USA,dimensionless,2.62739,2.69782,2.75586,2.80048,2.83611,2.86662,2.89339,2.91737,2.94067,2.96469,2.98813,3.0099,3.0308,3.05164,3.07215,3.09202,3.11126
utility,MEX,dimensionless,1.50842,1.62211,1.73089,1.83408,1.93449,2.03418,2.13382,2.2335,2.33168,2.42686,2.51859,2.60672,2.69154,2.77357,2.85301,2.92955,3.00227
utility,RCAM,dimensionless,1.13378,1.28726,1.43822,1.58116,1.72063,1.85954,1.99671,2.13131,2.26299,2.39112,2.5151,2.63463,2.74969,2.86035,2.96644,3.06748,3.16226
utility,BRA,dimensionless,1.31041,1.43739,1.54805,1.64041,1.72318,1.80308,1.88199,1.96045,2.03699,2.11068,2.18343,2.25665,2.32871,2.39812,2.46537,2.53113,2.59625
utility,RSAM,dimensionless,1.37348,1.51449,1.6422,1.75941,1.86948,1.97475,2.07641,2.17517,2.27082,2.3629,2.45098,2.53505,2.6158,2.6936,2.7678,2.83798,2.90515
utility,NAF,dimensionless,0.732942,0.933796,1.11935,1.27809,1.41845,1.54717,1.66734,1.78111,1.88958,1.99252,2.08717,2.17215,2.24886,2.3184,2.381,2.43696,2.48701
utility,WAF,dimensionless,-0.431945,-0.197798,0.0177354,0.216791,0.410323,0.601996,0.792958,0.982238,1.16676,1.34362,1.51098,1.66787,1.81264,1.94565,2.06971,2.18445,2.28101
utility,EAF,dimensionless,-0.753338,-0.539575,-0.332561,-0.133624,0.067174,0.271089,0.474198,0.673381,0.867258,1.05421,1.23261,1.40113,1.55768,1.70275,1.84004,1.96897,2.07852
utility,SAF,dimensionless,1.25866,1.41993,1.5639,1.68776,1.79618,1.89326,1.98235,2.06569,2.14443,2.21919,2.28967,2.35571,2.41698,2.47293,2.52326,2.56835,2.61026
utility,WEU,dimensionless,2.27382,2.32349,2.38135,2.44213,2.50445,2.56781,2.63143,2.69506,2.75986,2.8261,2.89081,2.95171,3.00973,3.0662,3.12201,3.17772,3.23266
utility,CEU,dimensionless,1.74094,1.87256,1.99746,2.11055,2.20986,2.29533,2.37195,2.4449,2.51926,2.59763,2.67482,2.7461,2.81185,2.87317,2.93144,2.98794,3.044
utility,TUR,dimensionless,1.5346,1.67186,1.79151,1.89864,1.99796,2.09247,2.18339,2.27159,2.35737,2.44056,2.52045,2.59681,2.67032,2.74134,2.80927,2.87383,2.93662
utility,UKR,dimensionless,0.991449,1.19051,1.3781,1.54274,1.68366,1.80436,1.91413,2.02028,2.12662,2.23358,2.33384,2.42281,2.50444,2.58244,2.65678,2.72737,2.79653
utility,STAN,dimensionless,0.927325,1.20068,1.41333,1.57869,1.70699,1.80613,1.88686,1.95851,2.03139,2.11041,2.18864,2.2607,2.32927,2.39713,2.4636,2.52775,2.59043
utility,RUS,dimensionless,1.68649,1.85372,2.00301,2.12768,2.22416,2.29405,2.35299,2.41422,2.48141,2.55366,2.62226,2.68118,2.73443,2.78639,2.83753,2.88773,2.93766
utility,ME,dimensionless,1.40607,1.52779,1.63814,1.73502,1.81912,1.89294,1.96199,2.03068,2.10187,2.17644,2.25174,2.32594,2.39965,2.47343,2.54709,2.62003,2.69064
utility,INDIA,dimensionless,0.369096,0.630272,0.850455,1.0371,1.20059,1.34761,1.48139,1.60464,1.7193,1.82622,1.9242,2.01272,2.09315,2.1666,2.2326,2.29094,2.34372
utility,KOR,dimensionless,1.99619,2.1459,2.27091,2.37156,2.45723,2.5353,2.60767,2.67464,2.73651,2.79358,2.84751,2.89967,2.94997,2.99767,3.04117,3.07978,3.11774
utility,CHN,dimensionless,1.61057,1.90739,2.12304,2.27606,2.39651,2.50175,2.59245,2.66831,2.73653,2.80281,2.86624,2.9252,2.98101,3.03503,3.0862,3.1336,3.18168
utility,SEAS,dimensionless,0.788043,0.975416,1.13889,1.28103,1.4105,1.53274,1.64816,1.75685,1.85984,1.95766,2.04975,2.13578,2.21575,2.28968,2.35753,2.41945,2.47676
utility,INDO,dimensionless,0.661072,0.937669,1.16763,1.35824,1.52278,1.67,1.80315,1.92416,2.03453,2.13539,2.22773,2.31244,2.39105,2.46439,2.53176,2.59294,2.65061
utility,JAP,dimensionless,2.29017,2.35195,2.41121,2.46054,2.50538,2.55187,2.60056,2.65082,2.70258,2.75572,2.80826,2.85856,2.90814,2.95862,3.00908,3.05846,3.10838
utility,OCE,dimensionless,2.2897,2.35837,2.41773,2.4701,2.51995,2.56961,2.61705,2.66164,2.70792,2.75859,2.80971,2.85786,2.903,2.94601,2.98891,3.03308,3.07649
utility,RSAS,dimensionless,-0.234546,-0.027586,0.165222,0.344485,0.51688,0.685261,0.849247,1.00916,1.16569,1.31851,1.46581,1.60605,1.73765,1.86066,1.97774,2.08955,2.19125
utility,RSAF,dimensionless,-0.212533,-0.0563032,0.0788476,0.206451,0.349055,0.513096,0.690118,0.871902,1.05302,1.22957,1.39926,1.56053,1.71104,1.85079,1.98383,2.1099,2.21709
yearly_welfare,Global,dimensionless,7.31227,9.07648,10.6734,12.1024,13.435,14.7109,15.9263,17.0715,18.1507,19.1627,20.0859,20.9034,21.6104,22.2094,22.7102,23.1173,23.4266
NPV,Global,dimensionless,0,42.1032,88.0365,136.356,186.121,236.674,287.449,337.942,387.749,436.533,483.973,529.776,573.706,615.592,655.328,692.854,728.134
